filename,width,height,class,xmin,ymin,xmax,ymax
CPLX_G0010113.jpg,800,640,pothole,408,337,423,343
CPLX_G0010113.jpg,800,640,pothole,421,330,445,336
CPLX_G0010113.jpg,800,640,pothole,465,319,484,323
CPLX_G0010113.jpg,800,640,pothole,444,314,459,319
CPLX_G0010113.jpg,800,640,pothole,449,306,458,309
CPLX_G0010113.jpg,800,640,pothole,432,307,442,310
CPLX_G0010113.jpg,800,640,pothole,418,305,425,307
CPLX_G0010114.jpg,800,640,pothole,374,405,408,410
CPLX_G0010114.jpg,800,640,pothole,398,364,422,370
CPLX_G0010114.jpg,800,640,pothole,419,348,454,358
CPLX_G0010114.jpg,800,640,pothole,476,328,500,334
CPLX_G0010114.jpg,800,640,pothole,447,322,467,327
CPLX_G0010114.jpg,800,640,pothole,454,310,464,312
CPLX_G0010114.jpg,800,640,pothole,433,310,443,313
CPLX_G0010114.jpg,800,640,pothole,418,307,427,310
CPLX_G0010115.jpg,800,640,pothole,420,388,482,409
CPLX_G0010115.jpg,800,640,pothole,502,345,534,352
CPLX_G0010115.jpg,800,640,pothole,459,333,485,341
CPLX_G0010115.jpg,800,640,pothole,464,314,475,316
CPLX_G0010115.jpg,800,640,pothole,439,315,453,319
CPLX_G0010115.jpg,800,640,pothole,422,311,430,314
CPLX_G0010116.jpg,800,640,pothole,559,381,614,398
CPLX_G0010116.jpg,800,640,pothole,484,361,523,371
CPLX_G0010116.jpg,800,640,pothole,524,358,549,366
CPLX_G0010116.jpg,800,640,pothole,486,353,525,360
CPLX_G0010116.jpg,800,640,pothole,452,323,470,328
CPLX_G0010116.jpg,800,640,pothole,483,326,493,329
CPLX_G0010116.jpg,800,640,pothole,483,321,498,325
CPLX_G0010116.jpg,800,640,pothole,430,317,442,320
CPLX_G0010117.jpg,800,640,pothole,424,378,460,387
CPLX_G0010117.jpg,800,640,pothole,459,336,485,342
CPLX_G0010117.jpg,800,640,pothole,498,335,520,339
CPLX_G0010117.jpg,800,640,pothole,502,342,516,346
CPLX_G0010117.jpg,800,640,pothole,431,326,447,330
CPLX_G0010117.jpg,800,640,pothole,462,320,470,322
CPLX_G0010117.jpg,800,640,pothole,514,360,527,365
CPLX_G0010117.jpg,800,640,pothole,438,303,443,304
CPLX_G0010118.jpg,800,640,pothole,449,352,483,363
CPLX_G0010118.jpg,800,640,pothole,502,350,532,357
CPLX_G0010118.jpg,800,640,pothole,510,364,530,370
CPLX_G0010118.jpg,800,640,pothole,409,333,431,338
CPLX_G0010118.jpg,800,640,pothole,450,324,459,327
CPLX_G0010118.jpg,800,640,pothole,451,330,459,333
CPLX_G0010118.jpg,800,640,pothole,418,306,424,308
CPLX_G0010118.jpg,800,640,pothole,419,301,425,304
CPLX_G0010119.jpg,800,640,pothole,434,392,488,410
CPLX_G0010119.jpg,800,640,pothole,515,381,560,396
CPLX_G0010119.jpg,800,640,pothole,379,351,409,360
CPLX_G0010119.jpg,800,640,pothole,435,336,445,339
CPLX_G0010119.jpg,800,640,pothole,397,310,403,311
CPLX_G0010119.jpg,800,640,pothole,400,304,404,306
CPLX_G0010120.jpg,800,640,pothole,348,387,395,407
CPLX_G0010120.jpg,800,640,pothole,432,355,448,360
CPLX_G0010120.jpg,800,640,pothole,437,374,453,384
CPLX_G0010120.jpg,800,640,pothole,388,314,395,316
CPLX_G0010120.jpg,800,640,pothole,392,307,398,308
CPLX_G0010121.jpg,800,640,pothole,467,392,491,402
CPLX_G0010121.jpg,800,640,pothole,405,317,412,320
CPLX_G0010121.jpg,800,640,pothole,409,308,416,310
CPLX_G0010122.jpg,800,640,pothole,426,323,437,327
CPLX_G0010122.jpg,800,640,pothole,431,311,439,314
CPLX_G0010123.jpg,800,640,pothole,420,334,434,339
CPLX_G0010123.jpg,800,640,pothole,425,316,434,319
CPLX_G0010124.jpg,800,640,pothole,408,350,428,357
CPLX_G0010124.jpg,800,640,pothole,416,322,427,325
CPLX_G0010125.jpg,800,640,pothole,390,377,420,392
CPLX_G0010125.jpg,800,640,pothole,406,329,419,333
CPLX_G0010126.jpg,800,640,pothole,400,339,417,345
CPLX_G0010127.jpg,800,640,pothole,395,360,419,368
CPLX_G0010128.jpg,800,640,pothole,382,399,420,410
CPLX_G0010128.jpg,800,640,pothole,403,350,417,355
CPLX_G0010128.jpg,800,640,pothole,509,353,521,357
CPLX_G0010129.jpg,800,640,pothole,390,378,412,388
CPLX_G0010129.jpg,800,640,pothole,552,384,568,390
CPLX_G0010131.jpg,800,640,pothole,430,327,445,332
CPLX_G0010132.jpg,800,640,pothole,417,341,443,347
CPLX_G0010133.jpg,800,640,pothole,410,367,449,379
CPLX_G0010139.jpg,800,640,pothole,437,355,460,361
CPLX_G0010144.jpg,800,640,pothole,399,370,420,379
CPLX_G0010147.jpg,800,640,pothole,361,343,369,347
CPLX_G0010148.jpg,800,640,pothole,318,378,333,387
CPLX_G0010148.jpg,800,640,pothole,430,318,443,321
CPLX_G0010148.jpg,800,640,pothole,430,312,438,315
CPLX_G0010148.jpg,800,640,pothole,379,318,385,319
CPLX_G0010148.jpg,800,640,pothole,388,326,398,328
CPLX_G0010148.jpg,800,640,pothole,378,314,384,316
CPLX_G0010149.jpg,800,640,pothole,431,330,447,332
CPLX_G0010149.jpg,800,640,pothole,432,320,441,322
CPLX_G0010149.jpg,800,640,pothole,423,332,433,335
CPLX_G0010149.jpg,800,640,pothole,376,342,388,345
CPLX_G0010149.jpg,800,640,pothole,367,328,375,330
CPLX_G0010149.jpg,800,640,pothole,376,324,388,326
CPLX_G0010149.jpg,800,640,pothole,368,322,374,325
CPLX_G0010149.jpg,800,640,pothole,374,319,380,322
CPLX_G0010149.jpg,800,640,pothole,381,318,387,321
CPLX_G0010150.jpg,800,640,pothole,347,372,367,378
CPLX_G0010150.jpg,800,640,pothole,422,352,437,356
CPLX_G0010150.jpg,800,640,pothole,433,346,456,350
CPLX_G0010150.jpg,800,640,pothole,433,329,445,332
CPLX_G0010150.jpg,800,640,pothole,430,326,440,328
CPLX_G0010150.jpg,800,640,pothole,346,342,358,346
CPLX_G0010150.jpg,800,640,pothole,360,334,372,337
CPLX_G0010150.jpg,800,640,pothole,350,332,359,335
CPLX_G0010150.jpg,800,640,pothole,361,328,369,331
CPLX_G0010150.jpg,800,640,pothole,369,326,379,329
CPLX_G0010151.jpg,800,640,pothole,421,401,446,407
CPLX_G0010151.jpg,800,640,pothole,437,385,476,393
CPLX_G0010151.jpg,800,640,pothole,437,346,453,349
CPLX_G0010151.jpg,800,640,pothole,432,341,444,344
CPLX_G0010151.jpg,800,640,pothole,306,370,327,375
CPLX_G0010151.jpg,800,640,pothole,334,352,355,358
CPLX_G0010151.jpg,800,640,pothole,321,349,337,354
CPLX_G0010151.jpg,800,640,pothole,338,342,351,346
CPLX_G0010151.jpg,800,640,pothole,350,339,363,343
CPLX_G0010151.jpg,800,640,pothole,330,330,340,334
CPLX_G0010152.jpg,800,640,pothole,282,392,312,401
CPLX_G0010152.jpg,800,640,pothole,268,384,290,390
CPLX_G0010152.jpg,800,640,pothole,299,368,322,373
CPLX_G0010152.jpg,800,640,pothole,318,362,340,368
CPLX_G0010152.jpg,800,640,pothole,342,356,355,360
CPLX_G0010152.jpg,800,640,pothole,296,344,313,350
CPLX_G0010152.jpg,800,640,pothole,433,366,453,374
CPLX_G0010152.jpg,800,640,pothole,442,378,470,389
CPLX_G0010153.jpg,800,640,pothole,247,365,271,374
CPLX_G0010153.jpg,800,640,pothole,259,404,295,410
CPLX_G0010153.jpg,800,640,pothole,300,393,312,397
CPLX_G0010153.jpg,800,640,pothole,364,349,377,352
CPLX_G0010153.jpg,800,640,pothole,371,329,383,331
CPLX_G0010759.jpg,800,640,pothole,436,338,451,344
CPLX_G0010760.jpg,800,640,pothole,483,348,498,355
CPLX_G0010761.jpg,800,640,pothole,572,363,591,370
CPLX_G0010762.jpg,800,640,pothole,711,387,735,397
CPLX_G0010763.jpg,800,640,pothole,106,341,131,348
CPLX_G0010763.jpg,800,640,pothole,181,352,197,358
CPLX_G0010764.jpg,800,640,pothole,166,337,193,344
CPLX_G0010764.jpg,800,640,pothole,244,353,260,359
CPLX_G0010765.jpg,800,640,pothole,224,334,254,343
CPLX_G0010765.jpg,800,640,pothole,306,357,326,364
CPLX_G0010766.jpg,800,640,pothole,277,334,307,344
CPLX_G0010766.jpg,800,640,pothole,369,364,391,374
CPLX_G0010767.jpg,800,640,pothole,316,336,349,346
CPLX_G0010767.jpg,800,640,pothole,420,378,446,387
CPLX_G0010768.jpg,800,640,pothole,339,342,378,356
CPLX_G0010769.jpg,800,640,pothole,352,352,395,365
CPLX_G0010770.jpg,800,640,pothole,357,368,407,386
CPLX_G0010813.jpg,800,640,pothole,409,319,430,324
CPLX_G0010814.jpg,800,640,pothole,397,337,436,347
CPLX_G0010815.jpg,800,640,pothole,368,387,449,409
CPLX_G0011195.jpg,800,640,pothole,343,332,357,336
CPLX_G0011196.jpg,800,640,pothole,306,360,340,367
CPLX_G0011242.jpg,800,640,pothole,229,344,244,350
CPLX_G0011242.jpg,800,640,pothole,291,334,310,339
CPLX_G0011242.jpg,800,640,pothole,287,329,298,334
CPLX_G0011243.jpg,800,640,pothole,5,403,37,415
CPLX_G0011243.jpg,800,640,pothole,145,377,186,389
CPLX_G0011243.jpg,800,640,pothole,173,358,196,365
CPLX_G0011244.jpg,800,640,pothole,442,365,459,372
CPLX_G0011427.jpg,800,640,pothole,244,355,261,360
CPLX_G0011427.jpg,800,640,pothole,303,359,314,363
CPLX_G0011472.jpg,800,640,pothole,399,332,418,337
CPLX_G0011472.jpg,800,640,pothole,437,325,455,330
CPLX_G0011472.jpg,800,640,pothole,433,319,447,322
CPLX_G0011473.jpg,800,640,pothole,397,348,426,355
CPLX_G0011473.jpg,800,640,pothole,450,336,473,343
CPLX_G0011473.jpg,800,640,pothole,444,326,461,330
CPLX_G0011474.jpg,800,640,pothole,391,374,439,390
CPLX_G0011474.jpg,800,640,pothole,469,348,503,356
CPLX_G0011474.jpg,800,640,pothole,455,328,477,333
CPLX_G0011475.jpg,800,640,pothole,499,384,559,405
CPLX_G0011475.jpg,800,640,pothole,460,340,487,346
CPLX_G0011475.jpg,800,640,pothole,394,326,409,330
CPLX_G0011476.jpg,800,640,pothole,473,366,526,377
CPLX_G0011476.jpg,800,640,pothole,375,338,398,344
CPLX_G0011477.jpg,800,640,pothole,339,357,377,368
CPLX_G0011488.jpg,800,640,pothole,470,342,494,349
CPLX_G0011489.jpg,800,640,pothole,467,326,489,333
CPLX_G0011490.jpg,800,640,pothole,511,372,553,386
CPLX_G0011490.jpg,800,640,pothole,474,330,498,336
CPLX_G0011491.jpg,800,640,pothole,540,396,598,416
CPLX_G0011491.jpg,800,640,pothole,482,335,507,343
CPLX_G0011492.jpg,800,640,pothole,487,341,518,349
CPLX_G0011493.jpg,800,640,pothole,495,344,529,354
CPLX_G0011494.jpg,800,640,pothole,506,349,547,362
CPLX_G0011495.jpg,800,640,pothole,528,365,580,382
CPLX_G0011496.jpg,800,640,pothole,578,387,649,414
CPLX_G0011503.jpg,800,640,pothole,501,370,518,377
CPLX_G0011503.jpg,800,640,pothole,371,336,385,342
CPLX_G0011504.jpg,800,640,pothole,342,354,370,363
CPLX_G0011504.jpg,800,640,pothole,444,325,455,330
CPLX_G0011504.jpg,800,640,pothole,465,341,478,346
CPLX_G0011505.jpg,800,640,pothole,254,407,323,428
CPLX_G0011505.jpg,800,640,pothole,488,368,514,377
CPLX_G0011505.jpg,800,640,pothole,448,333,465,338
CPLX_G0011506.jpg,800,640,pothole,450,351,477,360
CPLX_G0011507.jpg,800,640,pothole,480,400,538,421
CPLX_G0011523.jpg,800,640,pothole,489,341,504,347
CPLX_G0011523.jpg,800,640,pothole,476,332,488,336
CPLX_G0011523.jpg,800,640,pothole,429,312,444,317
CPLX_G0011524.jpg,800,640,pothole,538,369,564,378
CPLX_G0011524.jpg,800,640,pothole,508,349,527,355
CPLX_G0011524.jpg,800,640,pothole,433,317,453,322
CPLX_G0011525.jpg,800,640,pothole,562,385,595,398
CPLX_G0011525.jpg,800,640,pothole,437,324,460,329
CPLX_G0011526.jpg,800,640,pothole,438,334,466,342
CPLX_G0011527.jpg,800,640,pothole,446,348,487,359
CPLX_G0011528.jpg,800,640,pothole,470,370,529,387
CPLX_G0011528.jpg,800,640,pothole,490,344,511,351
CPLX_G0011528.jpg,800,640,pothole,508,360,532,368
CPLX_G0011528.jpg,800,640,pothole,591,360,622,371
CPLX_G0011529.jpg,800,640,pothole,580,402,617,417
CPLX_G0011529.jpg,800,640,pothole,694,398,749,417
CPLX_G0011529.jpg,800,640,pothole,530,366,562,376
CPLX_G0011555.jpg,800,640,pothole,480,350,501,356
CPLX_G0011555.jpg,800,640,pothole,551,352,617,377
CPLX_G0011556.jpg,800,640,pothole,559,370,610,382
CPLX_G0011556.jpg,800,640,pothole,572,412,622,427
CPLX_G0011558.jpg,800,640,pothole,388,337,410,342
CPLX_G0011559.jpg,800,640,pothole,388,358,424,366
CPLX_G0011560.jpg,800,640,pothole,475,327,493,332
CPLX_G0011561.jpg,800,640,pothole,472,337,502,343
CPLX_G0011562.jpg,800,640,pothole,475,357,523,369
CPLX_G0011563.jpg,800,640,pothole,528,411,603,431
CPLX_G0011563.jpg,800,640,pothole,616,381,648,395
CPLX_G0011564.jpg,800,640,pothole,421,324,435,328
CPLX_G0011566.jpg,800,640,pothole,449,344,472,350
CPLX_G0011567.jpg,800,640,pothole,488,373,527,383
CPLX_G0011569.jpg,800,640,pothole,524,336,546,344
CPLX_G0011570.jpg,800,640,pothole,590,360,629,373
CPLX_G0011572.jpg,800,640,pothole,407,349,425,354
CPLX_G0011572.jpg,800,640,pothole,631,374,660,382
CPLX_G0011572.jpg,800,640,pothole,458,352,470,357
CPLX_G0011573.jpg,800,640,pothole,502,407,526,418
CPLX_G0011573.jpg,800,640,pothole,404,396,439,409
CPLX_G0011581.jpg,800,640,pothole,452,360,496,371
CPLX_G0011581.jpg,800,640,pothole,563,370,614,385
CPLX_G0011581.jpg,800,640,pothole,276,378,312,397
CPLX_G0011584.jpg,800,640,pothole,309,353,348,362
CPLX_G0011584.jpg,800,640,pothole,347,332,366,336
CPLX_G0011584.jpg,800,640,pothole,368,319,379,322
CPLX_G0011585.jpg,800,640,pothole,228,400,299,424
CPLX_G0011585.jpg,800,640,pothole,320,351,351,357
CPLX_G0011585.jpg,800,640,pothole,357,328,372,332
CPLX_G0011585.jpg,800,640,pothole,418,346,432,351
CPLX_G0011585.jpg,800,640,pothole,436,336,464,342
CPLX_G0011586.jpg,800,640,pothole,264,377,320,390
CPLX_G0011586.jpg,800,640,pothole,427,372,454,380
CPLX_G0011586.jpg,800,640,pothole,452,348,492,357
CPLX_G0011587.jpg,800,640,pothole,323,347,345,354
CPLX_G0011587.jpg,800,640,pothole,479,382,543,399
CPLX_G0011588.jpg,800,640,pothole,275,381,311,393
CPLX_G0011588.jpg,800,640,pothole,387,342,404,348
CPLX_G0011589.jpg,800,640,pothole,382,362,413,371
CPLX_G0011589.jpg,800,640,pothole,348,358,369,363
CPLX_G0011589.jpg,800,640,pothole,357,339,376,343
CPLX_G0011589.jpg,800,640,pothole,429,329,443,332
CPLX_G0011589.jpg,800,640,pothole,435,322,451,325
CPLX_G0011590.jpg,800,640,pothole,310,403,342,413
CPLX_G0011590.jpg,800,640,pothole,334,352,362,361
CPLX_G0011590.jpg,800,640,pothole,439,335,454,339
CPLX_G0011590.jpg,800,640,pothole,477,334,486,338
CPLX_G0011590.jpg,800,640,pothole,479,343,503,350
CPLX_G0011590.jpg,800,640,pothole,443,325,462,329
CPLX_G0011591.jpg,800,640,pothole,269,393,323,413
CPLX_G0011591.jpg,800,640,pothole,450,351,470,358
CPLX_G0011591.jpg,800,640,pothole,520,371,556,382
CPLX_G0011591.jpg,800,640,pothole,550,362,590,373
CPLX_G0011591.jpg,800,640,pothole,505,350,519,356
CPLX_G0011591.jpg,800,640,pothole,456,329,474,336
CPLX_G0011592.jpg,800,640,pothole,472,394,516,410
CPLX_G0011592.jpg,800,640,pothole,560,389,589,401
CPLX_G0011592.jpg,800,640,pothole,467,346,493,354
CPLX_G0011592.jpg,800,640,pothole,355,351,398,359
CPLX_G0011593.jpg,800,640,pothole,299,387,379,410
CPLX_G0011593.jpg,800,640,pothole,496,374,532,388
CPLX_G0011593.jpg,800,640,pothole,575,358,607,374
CPLX_G0011594.jpg,800,640,pothole,680,398,737,427
CPLX_G0011594.jpg,800,640,pothole,329,354,357,360
CPLX_G0011595.jpg,800,640,pothole,235,405,293,423
CPLX_G0011601.jpg,800,640,pothole,408,331,421,334
CPLX_G0011601.jpg,800,640,pothole,446,342,455,347
CPLX_G0011602.jpg,800,640,pothole,469,365,485,372
CPLX_G0011602.jpg,800,640,pothole,410,341,429,346
CPLX_G0011603.jpg,800,640,pothole,407,368,436,377
CPLX_G0011609.jpg,800,640,pothole,348,346,358,350
CPLX_G0011610.jpg,800,640,pothole,294,384,315,391
CPLX_G0011612.jpg,800,640,pothole,438,320,448,322
CPLX_G0011613.jpg,800,640,pothole,445,326,456,329
CPLX_G0011614.jpg,800,640,pothole,456,334,476,339
CPLX_G0011615.jpg,800,640,pothole,484,354,514,363
CPLX_G0011615.jpg,800,640,pothole,467,341,481,346
CPLX_G0011615.jpg,800,640,pothole,458,337,468,339
CPLX_G0011616.jpg,800,640,pothole,512,376,539,384
CPLX_G0011616.jpg,800,640,pothole,494,362,508,365
CPLX_G0011618.jpg,800,640,pothole,376,324,392,327
CPLX_G0011619.jpg,800,640,pothole,363,332,385,337
CPLX_G0011620.jpg,800,640,pothole,340,345,373,351
CPLX_G0011621.jpg,800,640,pothole,301,368,351,380
CPLX_G0011635.jpg,800,640,pothole,436,334,449,338
CPLX_G0011636.jpg,800,640,pothole,448,349,468,355
CPLX_G0011637.jpg,800,640,pothole,489,395,529,410
CPLX_G0011641.jpg,800,640,pothole,435,329,448,333
CPLX_G0011642.jpg,800,640,pothole,446,342,463,348
CPLX_G0011643.jpg,800,640,pothole,470,374,502,388
CPLX_G0011647.jpg,800,640,pothole,428,340,455,344
CPLX_G0011648.jpg,800,640,pothole,455,370,496,380
CPLX_G0011661.jpg,800,640,pothole,455,338,470,341
CPLX_G0011662.jpg,800,640,pothole,478,364,502,372
CPLX_G0011663.jpg,800,640,pothole,466,339,480,343
CPLX_G0011664.jpg,800,640,pothole,488,369,512,375
CPLX_G0011677.jpg,800,640,pothole,448,337,462,341
CPLX_G0011678.jpg,800,640,pothole,460,359,483,367
CPLX_G0011684.jpg,800,640,pothole,608,320,619,323
CPLX_G0011700.jpg,800,640,pothole,410,315,417,318
CPLX_G0011701.jpg,800,640,pothole,411,317,419,320
CPLX_G0011702.jpg,800,640,pothole,410,321,421,325
CPLX_G0011703.jpg,800,640,pothole,407,326,424,331
CPLX_G0011704.jpg,800,640,pothole,404,335,425,341
CPLX_G0011705.jpg,800,640,pothole,410,358,430,367
CPLX_G0011712.jpg,800,640,pothole,458,347,480,350
CPLX_G0011713.jpg,800,640,pothole,482,371,502,379
CPLX_G0011759.jpg,800,640,pothole,483,351,497,355
CPLX_G0011759.jpg,800,640,pothole,445,327,456,330
CPLX_G0011759.jpg,800,640,pothole,505,326,524,328
CPLX_G0011759.jpg,800,640,pothole,500,326,518,329
CPLX_G0011760.jpg,800,640,pothole,493,373,516,378
CPLX_G0011760.jpg,800,640,pothole,439,334,453,337
CPLX_G0011760.jpg,800,640,pothole,511,331,532,335
CPLX_G0011760.jpg,800,640,pothole,503,334,518,337
CPLX_G0011761.jpg,800,640,pothole,434,343,450,346
CPLX_G0011761.jpg,800,640,pothole,521,338,546,342
CPLX_G0011761.jpg,800,640,pothole,513,342,544,348
CPLX_G0011761.jpg,800,640,pothole,462,347,475,350
CPLX_G0011762.jpg,800,640,pothole,428,356,449,362
CPLX_G0011762.jpg,800,640,pothole,466,364,483,369
CPLX_G0011762.jpg,800,640,pothole,529,356,566,364
CPLX_G0011762.jpg,800,640,pothole,536,349,570,355
CPLX_G0011763.jpg,800,640,pothole,423,378,452,387
CPLX_G0011763.jpg,800,640,pothole,479,394,503,403
CPLX_G0011763.jpg,800,640,pothole,561,378,602,390
CPLX_G0011763.jpg,800,640,pothole,565,366,607,376
CPLX_G0011763.jpg,800,640,pothole,429,338,448,341
CPLX_G0011764.jpg,800,640,pothole,622,391,683,410
CPLX_G0011764.jpg,800,640,pothole,427,347,450,350
CPLX_G0011764.jpg,800,640,pothole,465,349,483,355
CPLX_G0011764.jpg,800,640,pothole,355,335,364,338
CPLX_G0011765.jpg,800,640,pothole,478,365,515,374
CPLX_G0011765.jpg,800,640,pothole,442,361,467,366
CPLX_G0011765.jpg,800,640,pothole,348,342,364,346
CPLX_G0011766.jpg,800,640,pothole,487,387,528,400
CPLX_G0011766.jpg,800,640,pothole,361,354,380,360
CPLX_G0011766.jpg,800,640,pothole,545,400,595,410
CPLX_G0011767.jpg,800,640,pothole,381,369,418,380
CPLX_G0011767.jpg,800,640,pothole,345,350,364,354
CPLX_G0011767.jpg,800,640,pothole,410,322,425,325
CPLX_G0011768.jpg,800,640,pothole,350,366,372,372
CPLX_G0011768.jpg,800,640,pothole,427,327,445,330
CPLX_G0011769.jpg,800,640,pothole,315,394,347,403
CPLX_G0011769.jpg,800,640,pothole,422,333,443,336
CPLX_G0011769.jpg,800,640,pothole,382,328,391,331
CPLX_G0011770.jpg,800,640,pothole,411,339,437,344
CPLX_G0011770.jpg,800,640,pothole,367,331,377,336
CPLX_G0011771.jpg,800,640,pothole,399,352,433,358
CPLX_G0011771.jpg,800,640,pothole,348,341,360,345
CPLX_G0011772.jpg,800,640,pothole,388,369,429,378
CPLX_G0011772.jpg,800,640,pothole,326,350,348,356
CPLX_G0011772.jpg,800,640,pothole,38,331,52,334
CPLX_G0011772.jpg,800,640,pothole,352,338,359,341
CPLX_G0011773.jpg,800,640,pothole,371,404,420,410
CPLX_G0011773.jpg,800,640,pothole,293,364,316,373
CPLX_G0011773.jpg,800,640,pothole,337,346,347,349
CPLX_G0011774.jpg,800,640,pothole,229,390,267,401
CPLX_G0011774.jpg,800,640,pothole,310,355,322,357
CPLX_G0011775.jpg,800,640,pothole,258,382,275,387
CPLX_G0011800.jpg,800,640,pothole,395,354,417,358
CPLX_G0011801.jpg,800,640,pothole,390,404,423,410
CPLX_G0011832.jpg,800,640,pothole,609,365,630,371
CPLX_G0011832.jpg,800,640,pothole,401,331,411,334
CPLX_G0011833.jpg,800,640,pothole,398,362,412,369
CPLX_G0011838.jpg,800,640,pothole,407,344,427,349
CPLX_G0011839.jpg,800,640,pothole,397,394,436,406
CPLX_G0011840.jpg,800,640,pothole,454,338,480,345
CPLX_G0011841.jpg,800,640,pothole,478,376,523,390
CPLX_G0011844.jpg,800,640,pothole,413,384,437,405
CPLX_G0011844.jpg,800,640,pothole,457,344,471,348
CPLX_G0011845.jpg,800,640,pothole,487,374,510,383
CPLX_G0011861.jpg,800,640,pothole,386,360,404,365
CPLX_G0011863.jpg,800,640,pothole,544,367,566,373
CPLX_G0011863.jpg,800,640,pothole,477,353,488,357
CPLX_G0011864.jpg,800,640,pothole,512,374,525,380
CPLX_G0011864.jpg,800,640,pothole,54,342,72,347
CPLX_G0011865.jpg,800,640,pothole,426,331,434,333
CPLX_G0011865.jpg,800,640,pothole,399,329,407,331
CPLX_G0011866.jpg,800,640,pothole,424,334,432,337
CPLX_G0011866.jpg,800,640,pothole,392,333,399,335
CPLX_G0011867.jpg,800,640,pothole,422,344,430,347
CPLX_G0011867.jpg,800,640,pothole,383,342,394,345
CPLX_G0011868.jpg,800,640,pothole,420,359,433,362
CPLX_G0011868.jpg,800,640,pothole,377,354,390,358
CPLX_G0011869.jpg,800,640,pothole,417,365,432,369
CPLX_G0011869.jpg,800,640,pothole,368,359,385,364
CPLX_G0011869.jpg,800,640,pothole,406,348,418,352
CPLX_G0011870.jpg,800,640,pothole,416,368,432,372
CPLX_G0011870.jpg,800,640,pothole,362,361,380,366
CPLX_G0011870.jpg,800,640,pothole,401,349,415,353
CPLX_G0011871.jpg,800,640,pothole,419,374,436,379
CPLX_G0011871.jpg,800,640,pothole,358,363,378,370
CPLX_G0011871.jpg,800,640,pothole,401,351,416,355
CPLX_G0011872.jpg,800,640,pothole,421,385,441,391
CPLX_G0011872.jpg,800,640,pothole,356,372,377,380
CPLX_G0011872.jpg,800,640,pothole,402,356,419,362
CPLX_G0011873.jpg,800,640,pothole,268,400,290,408
CPLX_G0011873.jpg,800,640,pothole,421,401,443,409
CPLX_G0011873.jpg,800,640,pothole,346,384,371,394
CPLX_G0011873.jpg,800,640,pothole,400,363,420,370
CPLX_G0011873.jpg,800,640,pothole,363,361,372,365
CPLX_G0011874.jpg,800,640,pothole,317,394,352,409
CPLX_G0011874.jpg,800,640,pothole,386,367,412,377
CPLX_G0011874.jpg,800,640,pothole,345,362,355,366
CPLX_G0011875.jpg,800,640,pothole,363,381,398,397
CPLX_G0011875.jpg,800,640,pothole,278,396,299,402
CPLX_G0011875.jpg,800,640,pothole,316,374,327,381
CPLX_G0011876.jpg,800,640,pothole,267,400,282,408
CPLX_G0011876.jpg,800,640,pothole,209,399,230,409
CPLX_G0011877.jpg,800,640,pothole,336,365,359,370
